Name,Symbol,RIC,Start Date,Hist.,Category,Exchange,Market,Currency,Type,Sector,Full Name,Activity,DocumentTitle,IssueISIN,SEDOL,TickerSymbol,IssuerOAPermID,FundClassLipperID,CUSIP
Nahar Poly Films,IN:NRE,NAHR.NS,04/06/1991,1991,Equities,National India,India,Indian Rupee,Equity,Industrial Materials,Nahar Poly Films,Active,"Nahar Poly Films Ltd, Ordinary Share, National Stock Exchange of India",INE308A01027,,NAHARPOLY,4295917421.0,,
Orient Paper and Industries,IN:ORP,ORPP.NS,03/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Industrial Materials,Orient Paper and Industries,Active,"Orient Paper and Industries Ltd, Ordinary Share, National Stock Exchange of India",INE592A01026,,ORIENTPPR,4295872997.0,,
Seshasayee Paper and Boards,IN:SEP,SSHA.NS,08/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Industrial Materials,Seshasayee Paper and Boards,Active,"Seshasayee Paper and Boards Ltd, Ordinary Share, National Stock Exchange of India",INE630A01024,,SESHAPAPER,4295873264.0,,
West Coast Paper,IN:WCP,WSTC.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Industrial Materials,West Coast Paper,Active,"West Coast Paper Mills Ltd, Ordinary Share, National Stock Exchange of India",INE976A01021,,WSTCSTPAPR,4295873934.0,,
Filatex India,IN:FTX,FLTX.NS,02/01/1995,1995,Equities,National India,India,Indian Rupee,Equity,Industrial Materials,Filatex India,Active,"Filatex India Ltd, Ordinary Share, National Stock Exchange of India",INE816B01035,,FILATEX,4295872863.0,,
Vardhman Textiles,IN:MSM,VART.NS,26/02/1990,1990,Equities,National India,India,Indian Rupee,Equity,Industrial Materials,Vardhman Textiles,Active,"Vardhman Textiles Ltd, Ordinary Share, National Stock Exchange of India",INE825A01020,,VTL,4295873725.0,,
Modern Threads India,IN:MOT,MTHR.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Industrial Materials,Modern Threads India,Active,"Modern Threads (India) Ltd, Ordinary Share, National Stock Exchange of India",INE794W01014,,MODTHREAD,4295917752.0,,
RSWM,IN:RAJ,RSWM.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Industrial Materials,RSWM,Active,"RSWM Ltd, Ordinary Share, National Stock Exchange of India",INE611A01016,,RSWM,4295873636.0,,
Reliance Chemotex Industries,IN:RCM,RLCH.NS,02/04/1991,1991,Equities,National India,India,Indian Rupee,Equity,Industrial Materials,Reliance Chemotex Industries,Active,"Reliance Chemotex Industries Ltd, Ordinary Share, National Stock Exchange of India",INE750D01016,,RELCHEMQ,4296913355.0,,
Ruby Mills,IN:RUB,RUBY.NS,23/03/1990,1990,Equities,National India,India,Indian Rupee,Equity,Industrial Materials,Ruby Mills,Active,"The Ruby Mills Ltd, Ordinary Share, National Stock Exchange of India",INE301D01026,,RUBYMILLS,4295874184.0,,
Banswara Syntex,IN:BSX,BANS.NS,27/06/2003,2003,Equities,National India,India,Indian Rupee,Equity,Industrial Materials,Banswara Syntex,Active,"Banswara Syntex Ltd, Ordinary Share, National Stock Exchange of India",INE629D01020,,BANSWRAS,4295872207.0,,
Siyaram Silk Mills,IN:SYR,SIYR.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Industrial Materials,Siyaram Silk Mills,Active,"Siyaram Silk Mills Ltd, Ordinary Share, National Stock Exchange of India",INE076B01028,,SIYSIL,4295873047.0,,
Grindwell Norton,IN:GDN,GRNN.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Industrial Materials,Grindwell Norton,Active,"Grindwell Norton Ltd, Ordinary Share, National Stock Exchange of India",INE536A01023,,GRINDWELL,4295873277.0,,
Fiberweb India,IN:PPM,FIBE.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Industrial Materials,Fiberweb India,Active,"Fiberweb (India) Ltd, Ordinary Share, National Stock Exchange of India",INE296C01020,,FIBERWEB,4296575518.0,,
Garware Technical Fibres,IN:GWR,GRWL.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Industrial Materials,Garware Technical Fibres,Active,"Garware Technical Fibres Ltd, Ordinary Share, National Stock Exchange of India",INE276A01018,,GARFIBRES,4295872184.0,,
Winsome Yarns,IN:WSY,WINY.NS,02/01/1995,1995,Equities,National India,India,Indian Rupee,Equity,Industrial Materials,Winsome Yarns,Active,"Winsome Yarns Ltd, Ordinary Share, National Stock Exchange of India",INE784B01035,B5TPXQ7,WINSOME,4295873980.0,,
NR Agarwal Industries,IN:NAW,NRAI.NS,03/01/1995,1995,Equities,National India,India,Indian Rupee,Equity,Industrial Materials,NR Agarwal Industries,Active,"N R Agarwal Industries Ltd, Ordinary Share, National Stock Exchange of India",INE740D01017,,NRAIL,4295873847.0,,
3P Land Holdings,IN:PUM,3PLA.NS,02/01/1995,1995,Equities,National India,India,Indian Rupee,Equity,Industrial Materials,3P Land Holdings,Active,"3P Land Holdings Ltd, Ordinary Share, National Stock Exchange of India",INE105C01023,,3PLAND,4296134425.0,,
Super Spinning Mills,IN:SUP,SSPM.NS,23/01/1995,1995,Equities,National India,India,Indian Rupee,Equity,Industrial Materials,Super Spinning Mills,Active,"Super Spinning Mills Ltd, Ordinary Share, National Stock Exchange of India",INE662A01027,,SUPERSPIN,4295873181.0,,
Shree Rama Newsprint,IN:RAM,SRNP.NS,06/01/1995,1995,Equities,National India,India,Indian Rupee,Equity,Industrial Materials,Shree Rama Newsprint,Active,"Shree Rama Newsprint Ltd, Ordinary Share, National Stock Exchange of India",INE278B01020,,RAMANEWS,4295872742.0,,
AYM Syntex,IN:YYA,AYMS.NS,22/03/1991,1991,Equities,National India,India,Indian Rupee,Equity,Industrial Materials,AYM Syntex,Active,"Aym Syntex Ltd, Ordinary Share, National Stock Exchange of India",INE193B01039,,AYMSYNTEX,4295872367.0,,
Alps Industries,IN:ALD,ALPS.NS,06/07/1995,1995,Equities,National India,India,Indian Rupee,Equity,Industrial Materials,Alps Industries,Active,"Alps Industries Ltd, Ordinary Share, National Stock Exchange of India",INE093B01015,,ALPSINDUS,4295873491.0,,
JK Paper,IN:JPS,JKPA.NS,20/01/2000,2000,Equities,National India,India,Indian Rupee,Equity,Industrial Materials,JK Paper,Active,"JK Paper Ltd, Ordinary Share, National Stock Exchange of India",INE789E01012,,JKPAPER,4295873163.0,,
Arvind,IN:ARV,ARVN.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Industrial Materials,Arvind,Active,"Arvind Ltd, Ordinary Share, National Stock Exchange of India",INE034A01011,,ARVIND,4295872444.0,,
Nahar Spinning Mills,IN:NSM,NHRS.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Industrial Materials,Nahar Spinning Mills,Active,"Nahar Spinning Mills Ltd, Ordinary Share, National Stock Exchange of India",INE290A01027,,NAHARSPING,4295940816.0,,
Carborundum Universal,IN:BOR,CRBR.NS,13/11/1992,1992,Equities,National India,India,Indian Rupee,Equity,Industrial Materials,Carborundum Universal,Active,"Carborundum Universal Ltd, Ordinary Share, National Stock Exchange of India",INE120A01034,,CARBORUNIV,4295873323.0,,
Raj Rayon Industries,IN:RRL,RRAY.NS,21/02/2005,2005,Equities,National India,India,Indian Rupee,Equity,Industrial Materials,Raj Rayon Industries,Active,"Raj Rayon Industries Ltd, Ordinary Share, National Stock Exchange of India",INE533D01032,,RAJRILTD,4295874252.0,,
Donear Industries,IN:DOI,DONE.NS,12/01/1988,1988,Equities,National India,India,Indian Rupee,Equity,Industrial Materials,Donear Industries,Active,"Donear Industries Ltd, Ordinary Share, National Stock Exchange of India",INE668D01028,,DONEAR,4295873779.0,,
Suryalakshmi Cotton Mills,IN:SLK,SLCM.NS,05/01/1995,1995,Equities,National India,India,Indian Rupee,Equity,Industrial Materials,Suryalakshmi Cotton Mills,Active,"Surya Lakshmi Cotton Mills Ltd, Ordinary Share, National Stock Exchange of India",INE713B01026,B03GM75,SURYALAXMI,4295873951.0,,
Cheviot Company,IN:CVT,CHVI.NS,03/05/1995,1995,Equities,National India,India,Indian Rupee,Equity,Industrial Materials,Cheviot Company,Active,"Cheviot Co Ltd, Ordinary Share, National Stock Exchange of India",INE974B01016,,CHEVIOT,4295873947.0,,
Nandan Denim,IN:NXM,NANE.NS,13/06/2005,2005,Equities,National India,India,Indian Rupee,Equity,Industrial Materials,Nandan Denim,Active,"Nandan Denim Ltd, Ordinary Share, National Stock Exchange of India",INE875G01048,,NDL,4295873063.0,,
Uniply Industries,IN:ULY,UNIN.NS,06/07/2005,2005,Equities,National India,India,Indian Rupee,Equity,Industrial Materials,Uniply Industries,Active,"Uniply Industries Ltd, Ordinary Share, National Stock Exchange of India",INE950G01023,,UNIPLY,4295872379.0,,
Sundaram Multi Pap,IN:UMR,SUMP.NS,04/07/2005,2005,Equities,National India,India,Indian Rupee,Equity,Industrial Materials,Sundaram Multi Pap,Active,"Sundaram Multi Pap Ltd, Ordinary Share, National Stock Exchange of India",INE108E01023,,SUNDARAM,4295873034.0,,
Century Plyboards India,IN:CP1,CNTP.NS,28/10/2004,2004,Equities,National India,India,Indian Rupee,Equity,Industrial Materials,Century Plyboards India,Active,"Century Plyboards (India) Ltd, Ordinary Share, National Stock Exchange of India",INE348B01021,,CENTURYPLY,4295873098.0,,
Mahalaxmi Rubtech,IN:MBR,MAHR.NS,03/01/1995,1995,Equities,National India,India,Indian Rupee,Equity,Industrial Materials,Mahalaxmi Rubtech,Active,"Mahalaxmi Rubtech Ltd, Ordinary Share, National Stock Exchange of India",INE112D01035,,MHLXMIRU,4295872386.0,,
Jindal Worldwide,IN:JDW,JINW.NS,22/08/2005,2005,Equities,National India,India,Indian Rupee,Equity,Industrial Materials,Jindal Worldwide,Active,"Jindal Worldwide Ltd, Ordinary Share, National Stock Exchange of India",INE247D01039,,JINDWORLD,4295872286.0,,
Bannari Amman Spinning Mills,IN:BNG,BASP.NS,14/11/2005,2005,Equities,National India,India,Indian Rupee,Equity,Industrial Materials,Bannari Amman Spinning Mills,Active,"Bannari Amman Spinning Mills Ltd, Ordinary Share, National Stock Exchange of India",INE186H01022,,BASML,4295872604.0,,
Morarjee Textiles,IN:MJX,MORT.NS,24/03/2005,2005,Equities,National India,India,Indian Rupee,Equity,Industrial Materials,Morarjee Textiles,Active,"Morarjee Textiles Ltd, Ordinary Share, National Stock Exchange of India",INE161G01027,,MORARJEE,4295872253.0,,
Paras Petrofils,IN:PP1,PARP.NS,10/04/1995,1995,Equities,National India,India,Indian Rupee,Equity,Industrial Materials,Paras Petrofils,Active,"Paras Petrofils Ltd, Ordinary Share, National Stock Exchange of India",INE162C01024,,PARASPETRO,4295872572.0,,
Sarla Performance Fibres,IN:SFF,SARL.NS,28/04/1995,1995,Equities,National India,India,Indian Rupee,Equity,Industrial Materials,Sarla Performance Fibres,Active,"Sarla Performance Fibers Ltd, Ordinary Share, National Stock Exchange of India",INE453D01025,,SARLAPOLY,4295873500.0,,
T T,IN:TT,TTL.NS,13/07/1993,1993,Equities,National India,India,Indian Rupee,Equity,Industrial Materials,T T,Active,"T T Ltd, Ordinary Share, National Stock Exchange of India",INE592B01024,,TTL,4295873476.0,,
SVP Global Textiles,IN:SVZ,SVPG.NS,08/08/2005,2005,Equities,National India,India,Indian Rupee,Equity,Industrial Materials,SVP Global Textiles,Active,"SVP Global Textiles Ltd, Ordinary Share, National Stock Exchange of India",INE308E01029,,SVPGLOB,4297824301.0,,
Precot,IN:PTV,PREC.NS,10/05/1995,1995,Equities,National India,India,Indian Rupee,Equity,Industrial Materials,Precot,Active,"Precot Ltd, Ordinary Share, National Stock Exchange of India",INE283A01014,6143125,PRECOT,4296373281.0,,
Damodar Threads,IN:DAM,DAMD.NS,04/02/2005,2005,Equities,National India,India,Indian Rupee,Equity,Industrial Materials,Damodar Threads,Active,"Damodar Industries Ltd, Ordinary Share, National Stock Exchange of India",INE497D01022,,DAMODARIND,4297069803.0,,
Orbit Exports,IN:OBX,ORBE.NS,24/02/1995,1995,Equities,National India,India,Indian Rupee,Equity,Industrial Materials,Orbit Exports,Active,"Orbit Exports Ltd, Ordinary Share, National Stock Exchange of India",INE231G01010,,ORBTEXP,4296008330.0,,
Raymond,IN:RAY,RYMD.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Industrial Materials,Raymond,Active,"Raymond Ltd, Ordinary Share, National Stock Exchange of India",INE301A01014,,RAYMOND,4295872964.0,,
Standard Industries,IN:STD,STDI.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Industrial Materials,Standard Industries,Active,"Standard Industries Ltd, Ordinary Share, National Stock Exchange of India",INE173A01025,,SIL,4295872432.0,,
Century Enka,IN:CEE,CNTE.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Industrial Materials,Century Enka,Active,"Century Enka Ltd, Ordinary Share, National Stock Exchange of India",INE485A01015,,CENTENKA,4295873253.0,,
Aditya Birla Real Estate,IN:CET,AITE.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Industrial Materials,Aditya Birla Real Estate,Active,"Aditya Birla Real Estate Ltd, Ordinary Share, National Stock Exchange of India",INE055A01016,,ABREL,4295873184.0,,
Tamil Nadu Newsprint and Papers,IN:TNP,TNNP.NS,26/02/1996,1996,Equities,National India,India,Indian Rupee,Equity,Industrial Materials,Tamil Nadu Newsprint and Papers,Active,"Tamilnadu Newsprint & Papers Ltd, Ordinary Share, National Stock Exchange of India",INE107A01015,,TNPL,4295873179.0,,
Ambika Cotton Mills,IN:ACM,AMBK.NS,30/08/1996,1996,Equities,National India,India,Indian Rupee,Equity,Industrial Materials,Ambika Cotton Mills,Active,"Ambika Cotton Mills Ltd, Ordinary Share, National Stock Exchange of India",INE540G01014,,AMBIKCO,4295873944.0,,
Mohit Industries,IN:MFL,MOHT.NS,22/02/1996,1996,Equities,National India,India,Indian Rupee,Equity,Industrial Materials,Mohit Industries,Active,"Mohit Industries Ltd, Ordinary Share, National Stock Exchange of India",INE954E01012,,MOHITIND,4295872922.0,,
Digispice Technologies,IN:SCN,DIGS.NS,01/04/1991,1991,Equities,National India,India,Indian Rupee,Equity,Industrial Support Services,Digispice Technologies,Active,"Digispice Technologies Ltd, Ordinary Share, National Stock Exchange of India",INE927C01020,,DIGISPICE,4295873424.0,,
Orient Press,IN:OTP,ORPR.NS,03/01/1995,1995,Equities,National India,India,Indian Rupee,Equity,Industrial Support Services,Orient Press,Active,"Orient Press Ltd, Ordinary Share, National Stock Exchange of India",INE609C01024,,ORIENTLTD,4295872385.0,,
Aptech,IN:ATG,APTA.NS,24/09/2002,2002,Equities,National India,India,Indian Rupee,Equity,Industrial Support Services,Aptech,Active,"Aptech Ltd, Ordinary Share, National Stock Exchange of India",INE266F01018,,APTECHT,4295873041.0,,
State Trading Corporation of India,IN:TCA,STCI.NS,26/05/1998,1998,Equities,National India,India,Indian Rupee,Equity,Industrial Support Services,State Trading Corporation of India,Active,"State Trading Corporation of India Ltd, Ordinary Share, National Stock Exchange of India",INE655A01013,,STCINDIA,4295873904.0,,
Uniphos Enterprises,IN:UP,UNPH.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Industrial Support Services,Uniphos Enterprises,Active,"Uniphos Enterprises Ltd, Ordinary Share, National Stock Exchange of India",INE037A01022,,UNIENTER,4295872994.0,,
Niit,IN:NII,NIIT.NS,24/05/1993,1993,Equities,National India,India,Indian Rupee,Equity,Industrial Support Services,Niit,Active,"NIIT Ltd, Ordinary Share, National Stock Exchange of India",INE161A01038,,NIITLTD,4295872540.0,,
Repro India,IN:RPO,RPRO.NS,22/12/2005,2005,Equities,National India,India,Indian Rupee,Equity,Industrial Support Services,Repro India,Active,"Repro India Ltd, Ordinary Share, National Stock Exchange of India",INE461B01014,,REPRO,4295872828.0,,
Usha Martin Education and Solutions,IN:UAR,USME.NS,02/01/2001,2001,Equities,National India,India,Indian Rupee,Equity,Industrial Support Services,Usha Martin Education and Solutions,Active,"Usha Martin Education And Solutions Ltd, Ordinary Share, National Stock Exchange of India",INE240C01028,,UMESLTD,4295873162.0,,
Kothari Products,IN:KPS,KPRO.NS,23/05/1995,1995,Equities,National India,India,Indian Rupee,Equity,Industrial Support Services,Kothari Products,Active,"Kothari Products Ltd, Ordinary Share, National Stock Exchange of India",INE823A01017,,KOTHARIPRO,4295872450.0,,
L C C Infotech,IN:LCF,LCCI.NS,25/08/1999,1999,Equities,National India,India,Indian Rupee,Equity,Industrial Support Services,L C C Infotech,Active,"LCC Infotech Ltd, Ordinary Share, National Stock Exchange of India",INE938A01021,,LCCINFOTEC,4296974747.0,,
Usha Martin,IN:USA,USBL.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Industrial Metals and Mining,Usha Martin,Active,"Usha Martin Ltd, Ordinary Share, National Stock Exchange of India",INE228A01035,,USHAMART,4295872989.0,,
Bhagyanagar India,IN:BYM,BHIL.NS,03/01/1995,1995,Equities,National India,India,Indian Rupee,Equity,Industrial Metals and Mining,Bhagyanagar India,Active,"Bhagyanagar India Ltd, Ordinary Share, National Stock Exchange of India",INE458B01036,,BHAGYANGR,4295873561.0,,
Lloyds Metals and Energy,IN:LYD,LYMT.NS,20/01/1993,1993,Equities,National India,India,Indian Rupee,Equity,Industrial Metals and Mining,Lloyds Metals and Energy,Active,"Lloyds Metals and Energy Ltd, Ordinary Share, National Stock Exchange of India",INE281B01032,,LLOYDSME,4295874250.0,,
Gandhi Special Tubes,IN:GST,GDTB.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Industrial Metals and Mining,Gandhi Special Tubes,Active,"Gandhi Special Tubes Ltd, Ordinary Share, National Stock Exchange of India",INE524B01027,,GANDHITUBE,4295872663.0,,
Sunflag Iron and Steel,IN:SIS,SFLG.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Industrial Metals and Mining,Sunflag Iron and Steel,Active,"Sunflag Iron and Steel Co Ltd, Ordinary Share, National Stock Exchange of India",INE947A01014,,SUNFLAG,4295872653.0,,
Century Extrusions,IN:CEX,CNTX.NS,13/07/1993,1993,Equities,National India,India,Indian Rupee,Equity,Industrial Metals and Mining,Century Extrusions,Active,"Century Extrusions Ltd, Ordinary Share, National Stock Exchange of India",INE281A01026,,CENTEXT,4295874042.0,,
Maharashtra Seamless,IN:MLT,MHSM.NS,22/11/1991,1991,Equities,National India,India,Indian Rupee,Equity,Industrial Metals and Mining,Maharashtra Seamless,Active,"Maharashtra Seamless Ltd, Ordinary Share, National Stock Exchange of India",INE271B01025,,MAHSEAMLES,4295874179.0,,
Grand Foundry,IN:GFY,GRND.NS,17/07/1992,1992,Equities,National India,India,Indian Rupee,Equity,Industrial Metals and Mining,Grand Foundry,Active,"Grand Foundry Ltd, Ordinary Share, National Stock Exchange of India",INE534A01028,,GFSTEELS,4295926600.0,,
Steel Authority of India,IN:SAI,SAIL.NS,01/10/1992,1992,Equities,National India,India,Indian Rupee,Equity,Industrial Metals and Mining,Steel Authority of India,Active,"Steel Authority of India Ltd, Ordinary Share, National Stock Exchange of India",INE114A01011,,SAIL,4295872623.0,,
Hindustan Zinc,IN:HIZ,HZNC.NS,12/10/1992,1992,Equities,National India,India,Indian Rupee,Equity,Industrial Metals and Mining,Hindustan Zinc,Active,"Hindustan Zinc Ltd, Ordinary Share, National Stock Exchange of India",INE267A01025,,HINDZINC,4295872595.0,,
National Aluminium,IN:NTA,NALU.NS,02/12/1992,1992,Equities,National India,India,Indian Rupee,Equity,Industrial Metals and Mining,National Aluminium,Active,"National Aluminium Co Ltd, Ordinary Share, National Stock Exchange of India",INE139A01034,,NATIONALUM,4295872611.0,,
M M T C,IN:MMT,MMTC.NS,23/12/1999,1999,Equities,National India,India,Indian Rupee,Equity,Industrial Metals and Mining,M M T C,Active,"MMTC Ltd, Ordinary Share, National Stock Exchange of India",INE123F01029,,MMTC,4295873451.0,,
Shah Alloys,IN:HAO,SHAA.NS,02/01/1995,1995,Equities,National India,India,Indian Rupee,Equity,Industrial Metals and Mining,Shah Alloys,Active,"Shah Alloys Ltd, Ordinary Share, National Stock Exchange of India",INE640C01011,,SHAHALLOYS,4295873767.0,,
Kalyani Forge,IN:KF,KALF.NS,02/01/1995,1995,Equities,National India,India,Indian Rupee,Equity,Industrial Metals and Mining,Kalyani Forge,Active,"Kalyani Forge Ltd, Ordinary Share, National Stock Exchange of India",INE314G01014,,KALYANIFRG,4295874149.0,,
Steelcast,IN:SEC,STCL.NS,09/06/2005,2005,Equities,National India,India,Indian Rupee,Equity,Industrial Metals and Mining,Steelcast,Active,"Steelcast Ltd, Ordinary Share, National Stock Exchange of India",INE124E01038,,STEELCAS,4295873769.0,,
Hindustan Copper,IN:HIC,HCPR.NS,08/08/1994,1994,Equities,National India,India,Indian Rupee,Equity,Industrial Metals and Mining,Hindustan Copper,Active,"Hindustan Copper Ltd, Ordinary Share, National Stock Exchange of India",INE531E01026,,HINDCOPPER,4295873887.0,,
Ador Welding,IN:ADW,ADOR.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Industrial Metals and Mining,Ador Welding,Active,"Ador Welding Ltd, Ordinary Share, National Stock Exchange of India",INE045A01017,,ADOR,4295873365.0,,
Vedanta,IN:VED,VDAN.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Industrial Metals and Mining,Vedanta,Active,"Vedanta Ltd, Ordinary Share, National Stock Exchange of India",INE205A01025,,VEDL,4295872982.0,,
Jayaswals Neco Industries,IN:JYN,JAYN.NS,10/05/1995,1995,Equities,National India,India,Indian Rupee,Equity,Industrial Metals and Mining,Jayaswals Neco Industries,Active,"Jayaswal Neco Industries Ltd, Ordinary Share, National Stock Exchange of India",INE854B01010,,JAYNECOIND,4295874276.0,,
Ashapura Minechem,IN:AUM,ASHM.NS,22/11/1993,1993,Equities,National India,India,Indian Rupee,Equity,Industrial Metals and Mining,Ashapura Minechem,Active,"Ashapura Minechem Ltd, Ordinary Share, National Stock Exchange of India",INE348A01023,,ASHAPURMIN,4295874059.0,,
Mukand,IN:MKD,MUKA.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Industrial Metals and Mining,Mukand,Active,"Mukand Ltd, Ordinary Share, National Stock Exchange of India",INE304A01026,,MUKANDLTD,4295872402.0,,
Sarda Energy and Minerals,IN:RIA,SAEM.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Industrial Metals and Mining,Sarda Energy and Minerals,Active,"Sarda Energy & Minerals Ltd, Ordinary Share, National Stock Exchange of India",INE385C01021,,SARDAEN,4295872227.0,,
Electrosteel Castings,IN:ET,ELST.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Industrial Metals and Mining,Electrosteel Castings,Active,"Electrosteel Castings Ltd, Ordinary Share, National Stock Exchange of India",INE086A01029,,ELECTCAST,4295873171.0,,
Tata Steel,IN:TIS,TISC.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Industrial Metals and Mining,Tata Steel,Active,"Tata Steel Ltd, Ordinary Share, National Stock Exchange of India",INE081A01020,,TATASTEEL,4295872420.0,,
Indian Hume Pipe Company,IN:IHP,IHME.NS,02/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Industrial Metals and Mining,Indian Hume Pipe Company,Active,"Indian Hume Pipe Company Ltd, Ordinary Share, National Stock Exchange of India",INE323C01030,,INDIANHUME,4295874208.0,,
Kirloskar Industries,IN:KIO,KIRL.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Industrial Metals and Mining,Kirloskar Industries,Active,"Kirloskar Industries Ltd, Ordinary Share, National Stock Exchange of India",INE250A01039,,KIRLOSIND,4295874078.0,,
Kalyani Steels,IN:KAL,KLSL.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Industrial Metals and Mining,Kalyani Steels,Active,"Kalyani Steels Ltd, Ordinary Share, National Stock Exchange of India",INE907A01026,,KSL,4295872493.0,,
Ratnamani Metals and Tubes,IN:RMT,RMT.NS,25/11/1993,1993,Equities,National India,India,Indian Rupee,Equity,Industrial Metals and Mining,Ratnamani Metals and Tubes,Active,"Ratnamani Metals and Tubes Ltd, Ordinary Share, National Stock Exchange of India",INE703B01027,,RATNAMANI,4295874232.0,,
M M Forgings,IN:MMF,MMFO.NS,02/01/1995,1995,Equities,National India,India,Indian Rupee,Equity,Industrial Metals and Mining,M M Forgings,Active,"MM Forgings Ltd, Ordinary Share, National Stock Exchange of India",INE227C01017,,MMFL,4295873979.0,,
JSW Steel,IN:JVS,JSTL.NS,02/05/1995,1995,Equities,National India,India,Indian Rupee,Equity,Industrial Metals and Mining,JSW Steel,Active,"JSW Steel Ltd, Ordinary Share, National Stock Exchange of India",INE019A01038,,JSWSTEEL,4295872888.0,,
Jindal Steel,IN:JSP,JINT.NS,29/09/1999,1999,Equities,National India,India,Indian Rupee,Equity,Industrial Metals and Mining,Jindal Steel,Active,"Jindal Steel Ltd, Ordinary Share, National Stock Exchange of India",INE749A01030,,JINDALSTEL,4295874065.0,,
Jindal Stainless,IN:JSS,JIST.NS,14/11/2003,2003,Equities,National India,India,Indian Rupee,Equity,Industrial Metals and Mining,Jindal Stainless,Active,"Jindal Stainless Ltd, Ordinary Share, National Stock Exchange of India",INE220G01021,,JSL,4295873341.0,,
Bharat Forge,IN:BHA,BFRG.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Industrial Metals and Mining,Bharat Forge,Active,"Bharat Forge Ltd, Ordinary Share, National Stock Exchange of India",INE465A01025,,BHARATFORG,4295872442.0,,
Sterling Tools,IN:TGT,STTL.NS,23/02/1999,1999,Equities,National India,India,Indian Rupee,Equity,Industrial Metals and Mining,Sterling Tools,Active,"Sterling Tools Ltd, Ordinary Share, National Stock Exchange of India",INE334A01023,,STERTOOLS,4295872937.0,,
NMDC,IN:NMR,NMDC.NS,28/08/1997,1997,Equities,National India,India,Indian Rupee,Equity,Industrial Metals and Mining,NMDC,Active,"NMDC Ltd, Ordinary Share, National Stock Exchange of India",INE584A01023,,NMDC,4295874011.0,,
Jindal Saw,IN:SAP,JIND.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Industrial Metals and Mining,Jindal Saw,Active,"Jindal SAW Ltd, Ordinary Share, National Stock Exchange of India",INE324A01032,,JINDALSAW,4295872686.0,,
Surya Roshni,IN:SUR,SURR.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Industrial Metals and Mining,Surya Roshni,Active,"Surya Roshni Ltd, Ordinary Share, National Stock Exchange of India",INE335A01020,,SURYAROSNI,4295873050.0,,
Prakash Industries,IN:PKI,PRKI.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Industrial Metals and Mining,Prakash Industries,Active,"Prakash Industries Ltd, Ordinary Share, National Stock Exchange of India",INE603A01013,,PRAKASH,4295873868.0,,
Electrotherm (India),IN:ERM,ELTH.NS,18/07/2005,2005,Equities,National India,India,Indian Rupee,Equity,Industrial Metals and Mining,Electrotherm (India),Active,"Electrotherm (India) Ltd, Ordinary Share, National Stock Exchange of India",INE822G01016,,ELECTHERM,4295873962.0,,
Ramkrishna Forgings,IN:RMO,RKFO.NS,05/05/2004,2004,Equities,National India,India,Indian Rupee,Equity,Industrial Metals and Mining,Ramkrishna Forgings,Active,"Ramkrishna Forgings Ltd, Ordinary Share, National Stock Exchange of India",INE399G01023,,RKFORGE,4295874196.0,,
JAI Balaji Industries,IN:JBI,JAIB.NS,09/12/2003,2003,Equities,National India,India,Indian Rupee,Equity,Industrial Metals and Mining,JAI Balaji Industries,Active,"Jai Balaji Industries Ltd, Ordinary Share, National Stock Exchange of India",INE091G01026,,JAIBALAJI,4295873993.0,,
