Name,Symbol,RIC,Start Date,Hist.,Category,Exchange,Market,Currency,Type,Sector,Full Name,Activity,DocumentTitle,IssueISIN,SEDOL,TickerSymbol,IssuerOAPermID,FundClassLipperID,CUSIP
S A L Steel,IN:SA1,SALS.NS,24/11/2004,2004,Equities,National India,India,Indian Rupee,Equity,Industrial Metals and Mining,S A L Steel,Active,"SAL Steel Ltd, Ordinary Share, National Stock Exchange of India",INE658G01014,,SALSTEEL,4295873205.0,,
Impex Ferro Technology,IN:IPE,IMFT.NS,03/02/2005,2005,Equities,National India,India,Indian Rupee,Equity,Industrial Metals and Mining,Impex Ferro Technology,Active,"Impex Ferro Tech Ltd, Ordinary Share, National Stock Exchange of India",INE691G01015,,IMPEXFERRO,4295874170.0,,
Steel Exchange India,IN:XCH,STEI.NS,11/01/2005,2005,Equities,National India,India,Indian Rupee,Equity,Industrial Metals and Mining,Steel Exchange India,Active,"Steel Exchange India Ltd, Ordinary Share, National Stock Exchange of India",INE503B01021,,STEELXIND,4295873867.0,,
Suraj,IN:UAJ,SURL.NS,30/06/2005,2005,Equities,National India,India,Indian Rupee,Equity,Industrial Metals and Mining,Suraj,Active,"Suraj Ltd, Ordinary Share, National Stock Exchange of India",INE713C01016,,SURAJLTD,4295873883.0,,
MSP Steel and Power,IN:MWR,MSPO.NS,18/07/2005,2005,Equities,National India,India,Indian Rupee,Equity,Industrial Metals and Mining,MSP Steel and Power,Active,"MSP Steel & Power Ltd, Ordinary Share, National Stock Exchange of India",INE752G01015,,MSPL,4295873986.0,,
Rajratan Global Wire,IN:RGW,RAJR.NS,05/01/1995,1995,Equities,National India,India,Indian Rupee,Equity,Industrial Metals and Mining,Rajratan Global Wire,Active,"Rajratan Global Wire Ltd, Ordinary Share, National Stock Exchange of India",INE451D01029,,RAJRATAN,4295874060.0,,
Rajdarshan Industries,IN:RJD,RAJD.NS,10/01/1995,1995,Equities,National India,India,Indian Rupee,Equity,Industrial Metals and Mining,Rajdarshan Industries,Active,"Rajdarshan Industries Ltd, Ordinary Share, National Stock Exchange of India",INE610C01014,,ARENTERP,4297733969.0,,
Gujarat Mineral Development Corporation,IN:GMD,GMDC.NS,05/01/1998,1998,Equities,National India,India,Indian Rupee,Equity,Industrial Metals and Mining,Gujarat Mineral Development Corporation,Active,"Gujarat Mineral Development Corporation Ltd, Ordinary Share, National Stock Exchange of India",INE131A01031,,GMDCLTD,4295872462.0,,
Indian Metals and Ferro Alloys,IN:IFA,IMFA.NS,06/04/1981,1981,Equities,National India,India,Indian Rupee,Equity,Industrial Metals and Mining,Indian Metals and Ferro Alloys,Active,"Indian Metals and Ferro Alloys Ltd, Ordinary Share, National Stock Exchange of India",INE919H01018,,IMFA,4295977002.0,,
Sandur Manganese and Iron Ores,IN:UAN,SUMG.NS,14/07/2005,2005,Equities,National India,India,Indian Rupee,Equity,Industrial Metals and Mining,Sandur Manganese and Iron Ores,Active,"Sandur Manganese and Iron Ores Ltd, Ordinary Share, National Stock Exchange of India",INE149K01016,,SANDUMA,4296247867.0,,
Welspun,IN:WSR,WGSR.NS,11/08/2000,2000,Equities,National India,India,Indian Rupee,Equity,Industrial Metals and Mining,Welspun,Active,"Welspun Corp Ltd, Ordinary Share, National Stock Exchange of India",INE191B01025,,WELCORP,4295873411.0,,
Aeroflex Enterprises,IN:UIE,AERF.NS,25/08/2003,2003,Equities,National India,India,Indian Rupee,Equity,Industrial Metals and Mining,Aeroflex Enterprises,Active,"Aeroflex Enterprises Ltd, Ordinary Share, National Stock Exchange of India",INE065D01027,,AEROENTER,4297166399.0,,
Pondy Oxides and Chemicals,IN:PXO,PNDY.NS,03/03/2005,2005,Equities,National India,India,Indian Rupee,Equity,Industrial Metals and Mining,Pondy Oxides and Chemicals,Active,"Pondy Oxides and Chemicals Ltd, Ordinary Share, National Stock Exchange of India",INE063E01053,,POCL,4297152251.0,,
Hisar Metal Industries,IN:HUA,HISR.NS,03/03/2005,2005,Equities,National India,India,Indian Rupee,Equity,Industrial Metals and Mining,Hisar Metal Industries,Active,"Hisar Metal Industries Ltd, Ordinary Share, National Stock Exchange of India",INE598C01011,,HISARMETAL,4296563795.0,,
Hindalco Industries,IN:HDI,HALC.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Industrial Metals and Mining,Hindalco Industries,Active,"Hindalco Industries Ltd, Ordinary Share, National Stock Exchange of India",INE038A01020,,HINDALCO,4295873625.0,,
Zenith Steel Pipes and Industries,IN:ZNH,ZNTH.NS,13/07/1993,1993,Equities,National India,India,Indian Rupee,Equity,Industrial Metals and Mining,Zenith Steel Pipes and Industries,Active,"Zenith Steel Pipes & Industries Ltd, Ordinary Share, National Stock Exchange of India",INE318D01020,,ZENITHSTL,4295873160.0,,
Man Industries (India),IN:MII,MIND.NS,31/03/1995,1995,Equities,National India,India,Indian Rupee,Equity,Industrial Metals and Mining,Man Industries (India),Active,"Man Industries (India) Ltd, Ordinary Share, National Stock Exchange of India",INE993A01026,,MANINDS,4295873602.0,,
Patel Integrated Logistics,IN:PDW,PATL.NS,04/01/1995,1995,Equities,National India,India,Indian Rupee,Equity,Industrial Transportation,Patel Integrated Logistics,Active,"Patel Integrated Logistics Ltd, Ordinary Share, National Stock Exchange of India",INE529D01014,,PATINTLOG,4295873876.0,,
Sical Logistics,IN:SIA,SICA.NS,26/02/1990,1990,Equities,National India,India,Indian Rupee,Equity,Industrial Transportation,Sical Logistics,Active,"Sical Logistics Ltd, Ordinary Share, National Stock Exchange of India",INE075B01020,,SICALLOG,4295872894.0,,
Shipping Corporation of India,IN:SHI,SCI.NS,13/04/1993,1993,Equities,National India,India,Indian Rupee,Equity,Industrial Transportation,Shipping Corporation of India,Active,"Shipping Corporation of India Ltd, Ordinary Share, National Stock Exchange of India",INE109A01011,,SCI,4295874233.0,,
Force Motors,IN:BAA,FORC.NS,08/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Industrial Transportation,Force Motors,Active,"Force Motors Ltd, Ordinary Share, National Stock Exchange of India",INE451A01017,,FORCEMOT,4295872258.0,,
Small Mahindra,IN:SWA,SMLM.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Industrial Transportation,Small Mahindra,Active,"SML Mahindra Limited, Ordinary Share, National Stock Exchange of India",INE294B01019,,SMLMAH,4295873376.0,,
Dredging Corporation of India,IN:DRE,DRDG.NS,05/05/1997,1997,Equities,National India,India,Indian Rupee,Equity,Industrial Transportation,Dredging Corporation of India,Active,"Dredging Corporation of India Ltd, Ordinary Share, National Stock Exchange of India",INE506A01018,,DREDGECORP,4295873846.0,,
Accelya Solutions India,IN:AKS,ACCY.NS,24/11/1999,1999,Equities,National India,India,Indian Rupee,Equity,Industrial Transportation,Accelya Solutions India,Active,"Accelya Solutions India Ltd, Ordinary Share, National Stock Exchange of India",INE793A01012,,ACCELYA,4295872901.0,,
Bharati Defence and Infrastructure,IN:ZBI,BHAR.NS,29/12/2004,2004,Equities,National India,India,Indian Rupee,Equity,Industrial Transportation,Bharati Defence and Infrastructure,Active,"Bharati Defence and Infrastructure Ltd, Ordinary Share, National Stock Exchange of India",INE673G01013,,BHARATIDIL,4295873368.0,,
BF Utilities,IN:BFU,BFUT.NS,20/08/2001,2001,Equities,National India,India,Indian Rupee,Equity,Industrial Transportation,BF Utilities,Active,"BF Utilities Ltd, Ordinary Share, National Stock Exchange of India",INE243D01012,,BFUTILITIE,4295873135.0,,
Noida Toll Bridge Company,IN:NTB,NOID.NS,06/12/2002,2002,Equities,National India,India,Indian Rupee,Equity,Industrial Transportation,Noida Toll Bridge Company,Active,"Noida Toll Bridge Company Ltd, Ordinary Share, National Stock Exchange of India",INE781B01015,,NOIDATOLL,4295873966.0,,
Transport Corporation of India,IN:TC1,TCIL.NS,22/03/2001,2001,Equities,National India,India,Indian Rupee,Equity,Industrial Transportation,Transport Corporation of India,Active,"Transport Corporation of India Ltd, Ordinary Share, National Stock Exchange of India",INE688A01022,,TCI,4295874158.0,,
Sanghvi Movers,IN:SMO,SNGM.NS,09/05/1995,1995,Equities,National India,India,Indian Rupee,Equity,Industrial Transportation,Sanghvi Movers,Active,"Sanghvi Movers Ltd, Ordinary Share, National Stock Exchange of India",INE989A01032,BL549T5,SANGHVIMOV,4295872984.0,,
Transworld Shipping Lines,IN:LSS,TANW.NS,02/02/1995,1995,Equities,National India,India,Indian Rupee,Equity,Industrial Transportation,Transworld Shipping Lines,Active,"Transworld Shipping Lines Ltd, Ordinary Share, National Stock Exchange of India",INE757B01015,,TRANSWORLD,4295873620.0,,
Blue Dart Express,IN:BDE,BLDT.NS,07/03/1995,1995,Equities,National India,India,Indian Rupee,Equity,Industrial Transportation,Blue Dart Express,Active,"Blue Dart Express Ltd, Ordinary Share, National Stock Exchange of India",INE233B01017,,BLUEDART,4295874354.0,,
Ruchi Infrastructure,IN:RRE,RUCH.NS,29/11/1990,1990,Equities,National India,India,Indian Rupee,Equity,Industrial Transportation,Ruchi Infrastructure,Active,"Ruchi Infrastructure Ltd, Ordinary Share, National Stock Exchange of India",INE413B01023,,RUCHINFRA,4295873922.0,,
Great Eastern Shipping Company,IN:GES,GESC.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Industrial Transportation,Great Eastern Shipping Company,Active,"Great Eastern Shipping Company Ltd, Ordinary Share, National Stock Exchange of India",INE017A01032,,GESHIP,4295873794.0,,
Ashok Leyland,IN:ASH,ASOK.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Industrial Transportation,Ashok Leyland,Active,"Ashok Leyland Ltd, Ordinary Share, National Stock Exchange of India",INE208A01029,B01NFT1,ASHOKLEY,4295873653.0,,
Container Corporation of India,IN:CNC,CCRI.NS,02/02/1996,1996,Equities,National India,India,Indian Rupee,Equity,Industrial Transportation,Container Corporation of India,Active,"Container Corporation of India Ltd, Ordinary Share, National Stock Exchange of India",INE111A01025,,CONCOR,4295873522.0,,
VLS Finance,IN:VLS,VLSF.NS,05/12/1994,1994,Equities,National India,India,Indian Rupee,Equity,Investment Banking and Brokerage Services,VLS Finance,Active,"VLS Finance Ltd, Ordinary Share, National Stock Exchange of India",INE709A01018,,VLSFINANCE,4295872176.0,,
Gujarat Lease Financing,IN:GUR,GLSE.NS,08/02/1991,1991,Equities,National India,India,Indian Rupee,Equity,Investment Banking and Brokerage Services,Gujarat Lease Financing,Active,"Gujarat Lease Financing Ltd, Ordinary Share, National Stock Exchange of India",INE540A01017,,GLFL,4295872631.0,,
IFCI,IN:INF,IFCI.NS,23/02/1994,1994,Equities,National India,India,Indian Rupee,Equity,Investment Banking and Brokerage Services,IFCI,Active,"IFCI Ltd, Ordinary Share, National Stock Exchange of India",INE039A01010,,IFCI,4295873255.0,,
Prime Securities,IN:PRE,PRME.NS,22/09/1994,1994,Equities,National India,India,Indian Rupee,Equity,Investment Banking and Brokerage Services,Prime Securities,Active,"Prime Securities Ltd, Ordinary Share, National Stock Exchange of India",INE032B01021,,PRIMESECU,4295873695.0,,
T C I Finance,IN:TCF,TCII.NS,02/01/1995,1995,Equities,National India,India,Indian Rupee,Equity,Investment Banking and Brokerage Services,T C I Finance,Active,"Tci Finance Ltd, Ordinary Share, National Stock Exchange of India",INE911B01018,,TCIFINANCE,4295872602.0,,
Industrial Investment Trust,IN:IVT,INDI.NS,03/01/1995,1995,Equities,National India,India,Indian Rupee,Equity,Investment Banking and Brokerage Services,Industrial Investment Trust,Active,"Industrial Investment Trust Ltd, Ordinary Share, National Stock Exchange of India",INE886A01014,,IITL,4295874077.0,,
J M Financial,IN:JMS,JMSH.NS,01/08/1991,1991,Equities,National India,India,Indian Rupee,Equity,Investment Banking and Brokerage Services,J M Financial,Active,"JM Financial Ltd, Ordinary Share, National Stock Exchange of India",INE780C01023,,JMFINANCIL,4295873544.0,,
Consolidated Finvest and Holdings,IN:JPH,CONS.NS,04/06/1993,1993,Equities,National India,India,Indian Rupee,Equity,Investment Banking and Brokerage Services,Consolidated Finvest and Holdings,Active,"Consolidated Finvest & Holdings Ltd, Ordinary Share, National Stock Exchange of India",INE025A01027,6100584,CONSOFINVT,4295874027.0,,
Oswal Agro Mills,IN:OAM,OWAG.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Investment Banking and Brokerage Services,Oswal Agro Mills,Active,"Oswal Agro Mills Ltd, Ordinary Share, National Stock Exchange of India",INE142A01012,,OSWALAGRO,4295872963.0,,
Crest Ventures,IN:HYR,CRSV.NS,02/01/1995,1995,Equities,National India,India,Indian Rupee,Equity,Investment Banking and Brokerage Services,Crest Ventures,Active,"Crest Ventures Ltd, Ordinary Share, National Stock Exchange of India",INE559D01011,,CREST,4295874093.0,,
Indbank Merchant Banking Services,IN:IMB,IMBS.NS,02/01/1995,1995,Equities,National India,India,Indian Rupee,Equity,Investment Banking and Brokerage Services,Indbank Merchant Banking Services,Active,"Indbank Merchant Banking Services Ltd, Ordinary Share, National Stock Exchange of India",INE841B01017,,INDBANK,4295874047.0,,
Monarch Networth Capital,IN:NSB,MONR.NS,02/01/1995,1995,Equities,National India,India,Indian Rupee,Equity,Investment Banking and Brokerage Services,Monarch Networth Capital,Active,"Monarch Networth Capital Ltd, Ordinary Share, National Stock Exchange of India",INE903D01011,,MONARCH,4295872766.0,,
Team India Guaranty,IN:TIG,TEAI.NS,28/10/1994,1994,Equities,National India,India,Indian Rupee,Equity,Investment Banking and Brokerage Services,Team India Guaranty,Active,"Team India Guaranty Ltd, Ordinary Share, National Stock Exchange of India",INE289C01025,,TEAMGTY,4295872597.0,,
Keynote Financial Services,IN:KYC,KEYN.NS,20/10/1994,1994,Equities,National India,India,Indian Rupee,Equity,Investment Banking and Brokerage Services,Keynote Financial Services,Active,"Keynote Financial Services Ltd, Ordinary Share, National Stock Exchange of India",INE681C01015,,KEYFINSERV,4298008716.0,,
P N B Gilts,IN:PBN,PNBG.NS,21/09/2000,2000,Equities,National India,India,Indian Rupee,Equity,Investment Banking and Brokerage Services,P N B Gilts,Active,"Pnb Gilts Ltd, Ordinary Share, National Stock Exchange of India",INE859A01011,,PNBGILTS,4295874197.0,,
Jindal Photo,IN:JIP,JINP.NS,07/04/2005,2005,Equities,National India,India,Indian Rupee,Equity,Investment Banking and Brokerage Services,Jindal Photo,Active,"Jindal Photo Ltd, Ordinary Share, National Stock Exchange of India",INE796G01012,,JINDALPHOT,4295873938.0,,
Nalwa Sons Investments,IN:JDS,NALS.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Investment Banking and Brokerage Services,Nalwa Sons Investments,Active,"Nalwa Sons Investments Ltd, Ordinary Share, National Stock Exchange of India",INE023A01030,,NSIL,4295873306.0,,
Vardhman Holdings,IN:VSG,VRDM.NS,01/01/1990,1990,Equities,National India,India,Indian Rupee,Equity,Investment Banking and Brokerage Services,Vardhman Holdings,Active,"Vardhman Holdings Ltd, Ordinary Share, National Stock Exchange of India",INE701A01023,,VHL,4295872205.0,,
Geojit Financial Services,IN:SFG,GEOJ.NS,20/01/2000,2000,Equities,National India,India,Indian Rupee,Equity,Investment Banking and Brokerage Services,Geojit Financial Services,Active,"Geojit Financial Services Ltd, Ordinary Share, National Stock Exchange of India",INE007B01023,,GEOJITFSL,4295872164.0,,
Almond Global Securities,IN:ISA,ALSL.NS,23/10/2003,2003,Equities,National India,India,Indian Rupee,Equity,Investment Banking and Brokerage Services,Almond Global Securities,Active,"Almondz Global Securities Ltd, Ordinary Share, National Stock Exchange of India",INE326B01035,,ALMONDZ,4295872319.0,,
JSW Holdings,IN:JDL,JNSW.NS,21/06/2005,2005,Equities,National India,India,Indian Rupee,Equity,Investment Banking and Brokerage Services,JSW Holdings,Active,"JSW Holdings Ltd, Ordinary Share, National Stock Exchange of India",INE824G01012,,JSWHL,4295873178.0,,
Twentyfirst Century Management Services,IN:21C,TWMS.NS,03/05/1995,1995,Equities,National India,India,Indian Rupee,Equity,Investment Banking and Brokerage Services,Twentyfirst Century Management Services,Active,"Twentyfirst Century Management Services Ltd, Ordinary Share, National Stock Exchange of India",INE253B01015,,21STCENMGM,5000056466.0,,
Aditya Birla Money,IN:TYA,ABML.NS,23/08/2005,2005,Equities,National India,India,Indian Rupee,Equity,Investment Banking and Brokerage Services,Aditya Birla Money,Active,"Aditya Birla Money Ltd, Ordinary Share, National Stock Exchange of India",INE865C01022,,BIRLAMONEY,4295874037.0,,
Avonmore Capital and Management,IN:AZD,AVCA.NS,07/07/2005,2005,Equities,National India,India,Indian Rupee,Equity,Investment Banking and Brokerage Services,Avonmore Capital and Management,Active,"Avonmore Capital & Management Services Ltd, Ordinary Share, National Stock Exchange of India",INE323B01024,,AVONMORE,4295872932.0,,
The Investment Trust of India,IN:FSI,TNVE.NS,08/05/1995,1995,Equities,National India,India,Indian Rupee,Equity,Investment Banking and Brokerage Services,The Investment Trust of India,Active,"Investment Trust of India Ltd, Ordinary Share, National Stock Exchange of India",INE924D01017,,THEINVEST,4295872336.0,,
Arihant Capital Markets,IN:ATK,ARCM.NS,02/04/1996,1996,Equities,National India,India,Indian Rupee,Equity,Investment Banking and Brokerage Services,Arihant Capital Markets,Active,"Arihant Capital Markets Ltd, Ordinary Share, National Stock Exchange of India",INE420B01036,,ARIHANTCAP,4295873601.0,,
Master Trust,IN:MZT,MSTT.NS,25/04/1995,1995,Equities,National India,India,Indian Rupee,Equity,Investment Banking and Brokerage Services,Master Trust,Active,"Master Trust Ltd, Ordinary Share, National Stock Exchange of India",INE677D01037,,MASTERTR,4295873349.0,,
BLB,IN:BL1,BLB.NS,10/08/2000,2000,Equities,National India,India,Indian Rupee,Equity,Investment Banking and Brokerage Services,BLB,Active,"BLB Ltd, Ordinary Share, National Stock Exchange of India",INE791A01024,6563950,BLBLIMITED,4295873860.0,,
Khandwala Securities,IN:KHS,KHSE.NS,12/03/2001,2001,Equities,National India,India,Indian Rupee,Equity,Investment Banking and Brokerage Services,Khandwala Securities,Active,"Khandwala Securities Ltd, Ordinary Share, National Stock Exchange of India",INE060B01014,6722182,KHANDSE,4295872323.0,,
Blue Chip India,IN:BC1,BLCI.NS,20/03/2002,2002,Equities,National India,India,Indian Rupee,Equity,Investment Banking and Brokerage Services,Blue Chip India,Active,"Blue Chip India Ltd, Ordinary Share, National Stock Exchange of India",INE657B01025,,BLUECHIP,4296937757.0,,
